Pressure,Temperature,Salinity
42.37537338191112,1.542245940484027,34.534261016597696
45.34413473749181,1.2940715986508728,34.82359265312889
56.98179972198189,1.6289925350983057,35.089691984561846
99.87036124473732,2.768270243326016,34.852569780358245
94.34989256020566,1.5719754661847933,35.06604782603246
12.95177189742338,1.9919642049347692,35.364181775903624
77.04108372775791,1.4353035160927867,35.263025290570845
98.41746413892402,2.8840099400708685,34.82804843240961
37.474724408555204,2.882525394948817,34.964351062783834
62.59330943933305,1.6401697578594918,34.55097500473526
