Pressure,Temperature,Salinity
91.19143990553104,1.5736330212637077,35.10706959024819
67.91653304060881,2.6961082927182103,34.70289800359774
88.6632201629537,1.9187442269296473,34.66365097716559
5.1666550103742,2.3475295230931597,34.73452955094096
15.60827309440077,1.9179356988981295,35.218209383483575
38.548272581995334,2.457414568194465,34.788917253239894
8.384521237335695,1.3548965206191947,35.13699762429602
29.753129446237793,2.220353114412857,35.256061037138565
40.5884216844567,2.003087415087533,34.63046462849328
28.598973199580456,2.7947888236108995,34.5027329672554
