Pressure,Temperature,Salinity
15.64718274305571,1.9764583888170089,35.22338270509591
42.58041417413755,1.3005424899915083,34.77813188549434
13.564099569326448,2.3809704335352757,35.26130520769246
7.428472303990052,1.0923528661877613,35.0287264371385
38.867537520932416,2.2251138221422013,35.12035846593204
49.05866009093223,1.368100491381582,35.03755337683857
86.17507101748167,2.195921640505918,34.95408449512866
83.22116712566995,2.0920724729568327,35.08039651132404
2.1977558398234454,1.3847652370469286,34.51543234795872
16.082756678410703,1.6953291980427927,35.16696543255511
