Pressure,Temperature,Salinity
39.4556544280039,1.9553310686582315,34.699759725991875
58.11903479614398,1.4195879121204724,34.84037385955709
57.3557689889737,1.7152961613498523,34.72520826004389
3.4183980542843884,2.843605629989825,35.348088031665036
22.050530024887482,2.419728256234173,34.835664709537156
18.76044658260758,1.2225054746257267,34.777186788338575
94.5705628202497,2.059880363152134,35.03124110569437
2.2305319880886354,1.3939384617276307,35.149469705193695
67.67561997590708,2.0035247016089635,35.479122414862076
83.00015013251017,1.5825077554069356,34.65869080982016
