Pressure,Temperature,Salinity
91.98255209774041,1.3834117775270025,35.49990667311587
77.95788695683437,2.5130868929400503,35.12328873462882
92.41714714155582,1.48145047855427,34.708669203958024
36.08526835794691,1.639622664348135,35.4417140353496
50.73132584230115,2.451146017968241,34.76132520626987
23.154459750307332,2.4068699804153755,34.894002567410766
37.88816046974854,2.100579391821097,35.486084399687435
58.32623256455979,2.935614230238114,34.98264382642863
64.62290779388155,2.339561953605971,34.75071563509017
77.74748083984379,2.421267798913643,35.45581251639498
